image number,scene category,filename,hits,misses,false_alarms,correct_rejections
2347,other,593.jpg,0.310529758598,0.557251970475,0,0
2348,other,594.jpg,0.551446036617,0.742594126436,0,0
2349,other,595.jpg,0.631726438376,0.794812203213,0,0
2350,other,596.jpg,0.610886726849,0.781592430138,0,0
2351,other,597.jpg,0.646294174607,0.80392423437,0,0
2352,other,598.jpg,0.702147771635,0.83794258254,0,0
2353,other,599.jpg,0.734645003847,0.857114347008,0,0
2354,other,600.jpg,0.451425015077,0.671881697233,0,0
2355,other,601.jpg,0.679230180419,0.824154221259,0,0
2356,other,602.jpg,0.404905310267,0.636321703438,0,0
2357,other,603.jpg,0.631967495541,0.794963832851,0,0
2358,other,604.jpg,0.618769777772,0.786619207604,0,0
2359,other,605.jpg,0.659582297301,0.812146721536,0,0
2360,other,606.jpg,0.615213406442,0.784355408244,0,0
2361,other,607.jpg,0.66940892435,0.818174140602,0,0
2362,other,608.jpg,0.328607844546,0.573243268208,0,0
2363,other,609.jpg,0.709905143097,0.842558688221,0,0
2364,other,610.jpg,0.480218233037,0.692977801258,0,0
2365,other,611.jpg,0.325930297066,0.570903054,0,0
2366,other,612.jpg,0.647260752753,0.804525172231,0,0
2367,other,613.jpg,0.675224231476,0.821720287857,0,0
2368,other,614.jpg,0.693876438526,0.832992460065,0,0
2369,other,615.jpg,0.694939202016,0.833630135021,0,0
2370,other,616.jpg,0.481700880349,0.694046742193,0,0
2371,other,617.jpg,0.675402471511,0.821828736119,0,0
2372,other,618.jpg,0.451676220281,0.672068612778,0,0
2373,other,619.jpg,0.405077190167,0.636456746501,0,0
2374,other,620.jpg,0.603137965327,0.776619575679,0,0
2375,other,621.jpg,0.755931600558,0.869443270466,0,0
2376,other,622.jpg,0.420693883119,0.648609191362,0,0
2377,other,623.jpg,0.668782063583,0.817790965701,0,0
2378,other,624.jpg,0.701932078752,0.837813868799,0,0
2379,other,625.jpg,0.662849917831,0.814155954244,0,0
2380,other,626.jpg,0.649072690925,0.805650476897,0,0
2381,other,627.jpg,0.616566554788,0.785217520683,0,0
2382,other,628.jpg,0.432379121574,0.657555413311,0,0
2383,other,629.jpg,0.639574895129,0.799734265321,0,0
2384,other,630.jpg,0.630265370645,0.793892543513,0,0
2385,other,631.jpg,0.748863887122,0.865369220115,0,0
2386,other,632.jpg,0.569418695047,0.754598366714,0,0
2387,other,633.jpg,0.658186712783,0.811287071746,0,0
2388,other,634.jpg,0.614940909188,0.784181681237,0,0
2389,other,635.jpg,0.677619614376,0.82317653901,0,0
2390,other,636.jpg,0.434361541451,0.659061106007,0,0
2391,other,637.jpg,0.305507963631,0.552727748201,0,0
2392,other,638.jpg,0.731613477214,0.855344069491,0,0
2393,other,639.jpg,0.566779464462,0.752847570536,0,0
2394,other,640.jpg,0.436177966622,0.660437708359,0,0
2395,other,641.jpg,0.790570019121,0.889140044718,0,0
2396,other,642.jpg,0.653991422973,0.808697361794,0,0
2397,other,643.jpg,0.58916401497,0.767570201981,0,0
2398,other,644.jpg,0.747608749795,0.864643712633,0,0
2399,other,645.jpg,0.543087589958,0.736944767237,0,0
2400,other,646.jpg,0.366001959582,0.604980958032,0,0
2401,other,647.jpg,0.752795700145,0.867638000634,0,0
2402,other,648.jpg,0.72522698085,0.85160259561,0,0
2403,other,649.jpg,0.49487393685,0.703472769089,0,0
2404,other,650.jpg,0.550691215582,0.742085719835,0,0
2405,other,651.jpg,0.503110482082,0.709302814094,0,0
2406,other,652.jpg,0.72456237599,0.851212297838,0,0
2407,other,653.jpg,0.537706769581,0.733284917055,0,0
2408,other,654.jpg,0.600725396582,0.775064769282,0,0
2409,other,655.jpg,0.635584142709,0.797235312006,0,0
2410,other,656.jpg,0.711439871958,0.843468951389,0,0
2411,other,657.jpg,0.759940254538,0.871745521662,0,0
2412,other,658.jpg,0.49689242201,0.704905966785,0,0
2413,other,659.jpg,0.589655708621,0.767890427484,0,0
2414,other,660.jpg,0.691827283565,0.831761554513,0,0
2415,other,661.jpg,0.712563136829,0.844134549008,0,0
2416,other,662.jpg,0.709075246713,0.842066058402,0,0
2417,other,663.jpg,0.479325408141,0.692333307115,0,0
2418,other,664.jpg,0.455137029227,0.674638443336,0,0
2419,other,665.jpg,0.54529365426,0.738440013989,0,0
2420,other,666.jpg,0.737497883269,0.858776969456,0,0
2421,other,667.jpg,0.611489986996,0.781978252253,0,0
2422,other,668.jpg,0.526340469691,0.725493259576,0,0
2423,other,669.jpg,0.571821790673,0.756188991373,0,0
2424,other,670.jpg,0.754952341111,0.868879934808,0,0
2425,other,671.jpg,0.804197219308,0.896770438467,0,0
2426,other,672.jpg,0.57627085651,0.759125059862,0,0
2427,other,673.jpg,0.459614389589,0.677948662945,0,0
2428,other,674.jpg,0.484209641935,0.695851738472,0,0
2429,other,675.jpg,0.786399913987,0.886791922599,0,0
2430,other,676.jpg,0.425218823239,0.652088048686,0,0
2431,other,677.jpg,0.708411025469,0.841671566271,0,0
2432,other,678.jpg,0.468399052195,0.684396852853,0,0
2433,other,679.jpg,0.65811074443,0.811240250746,0,0
2434,other,680.jpg,0.350166046891,0.591748296906,0,0
2435,other,681.jpg,0.756831805508,0.86996080688,0,0
2436,other,682.jpg,0.509381444156,0.713709635745,0,0
2437,other,683.jpg,0.553879753225,0.744230981098,0,0
2438,other,684.jpg,0.61370202882,0.783391363764,0,0
2439,other,685.jpg,0.679014713586,0.824023490919,0,0
2440,other,686.jpg,0.690957354496,0.831238446233,0,0
2441,other,687.jpg,0.697246440009,0.83501283823,0,0
2442,other,688.jpg,0.816515650345,0.903612555438,0,0
2443,other,689.jpg,0.44520215441,0.667234707138,0,0
2444,other,690.jpg,0.504084961398,0.709989409356,0,0
2445,other,691.jpg,0.719330026156,0.848133259669,0,0
2446,other,692.jpg,0.448820916876,0.669940980144,0,0
2447,other,693.jpg,0.389002789157,0.623700881158,0,0
2448,other,694.jpg,0.425705819734,0.652461354974,0,0
2449,other,695.jpg,0.73256879623,0.855902328674,0,0
2450,other,696.jpg,0.619457351938,0.787056130106,0,0
2451,other,697.jpg,0.626439474927,0.791479295324,0,0
2452,other,698.jpg,0.409059656982,0.639577717703,0,0
2453,other,699.jpg,0.395692190417,0.629040690589,0,0
2454,other,700.jpg,0.497023554367,0.704998974727,0,0
2455,other,701.jpg,0.530524298146,0.728370989364,0,0
2456,other,702.jpg,0.727753952611,0.853084962129,0,0
2457,other,703.jpg,0.655436110281,0.809590087811,0,0
2458,other,704.jpg,0.459969688861,0.678210652277,0,0
2459,other,705.jpg,0.451359466801,0.671832915836,0,0
2460,other,706.jpg,0.501268660061,0.708003290996,0,0
2461,other,707.jpg,0.617719908834,0.78595159446,0,0
2462,other,708.jpg,0.649625650519,0.805993579701,0,0
2463,other,709.jpg,0.760515741504,0.872075536582,0,0
2464,other,710.jpg,0.478782012388,0.69194075786,0,0
2465,other,711.jpg,0.415798008107,0.644824013284,0,0
2466,other,712.jpg,0.322947783756,0.568284949436,0,0
2467,other,713.jpg,0.55791996963,0.746940405675,0,0
2468,other,714.jpg,0.453314180402,0.673286105903,0,0
2469,other,715.jpg,0.631881772569,0.794909914751,0,0
2470,other,716.jpg,0.310780282676,0.557476710434,0,0
2471,other,717.jpg,0.720243969301,0.848671885537,0,0
2472,other,718.jpg,0.712730612233,0.844233742652,0,0
2473,other,719.jpg,0.494730424209,0.70337075871,0,0
2474,other,720.jpg,0.223137564344,0.472374390018,0,0
2475,other,721.jpg,0.69645115091,0.834536488663,0,0
2476,other,722.jpg,0.492054180607,0.701465737301,0,0
2477,other,723.jpg,0.637674996184,0.798545550475,0,0
2478,other,724.jpg,0.617843085371,0.786029951955,0,0
2479,other,725.jpg,0.614414215545,0.783845785563,0,0
2480,other,726.jpg,0.70612862454,0.840314598552,0,0
2481,other,727.jpg,0.437185417913,0.661199983298,0,0
2482,other,728.jpg,0.654163884418,0.808803983928,0,0
2483,other,729.jpg,0.74729037983,0.864459588315,0,0
2484,other,730.jpg,0.669225177419,0.818061842051,0,0
2485,other,731.jpg,0.567412102543,0.753267616815,0,0
2486,other,732.jpg,0.634868115057,0.796786116255,0,0
2487,other,733.jpg,0.69157166582,0.831607879845,0,0
2488,other,734.jpg,0.328410442696,0.573071062518,0,0
2489,other,735.jpg,0.480584606846,0.693242098293,0,0
2490,other,736.jpg,0.663746289141,0.814706259422,0,0
2491,other,737.jpg,0.739994991151,0.860229615365,0,0
2492,other,738.jpg,0.859141507939,0.92689886608,0,0
2493,other,739.jpg,0.658005444998,0.811175347874,0,0
2494,other,740.jpg,0.405928374677,0.637125085581,0,0
2495,other,741.jpg,0.539590851924,0.734568480078,0,0
2496,other,742.jpg,0.568235407827,0.753813907955,0,0
2497,other,743.jpg,0.572117028292,0.756384180355,0,0
2498,other,744.jpg,0.607283806896,0.779284163124,0,0
2499,other,745.jpg,0.601218866502,0.775383045018,0,0
2500,other,746.jpg,0.510607552058,0.714568087769,0,0
2501,other,747.jpg,0.725406607717,0.851708053101,0,0
2502,other,748.jpg,0.648282572074,0.805159966761,0,0
2503,other,749.jpg,0.849542043578,0.921706050527,0,0
2504,other,750.jpg,0.635406115278,0.797123651185,0,0
2505,other,751.jpg,0.686659835154,0.828649404244,0,0
2506,other,752.jpg,0.604356927752,0.7774039669,0,0
2507,other,753.jpg,0.369320601792,0.607717534544,0,0
2508,other,754.jpg,0.688536126095,0.829780769899,0,0
2509,other,755.jpg,0.46053178498,0.678624922162,0,0
2510,other,756.jpg,0.602313956447,0.776088884373,0,0
2511,other,757.jpg,0.370968020876,0.60907144152,0,0
2512,other,758.jpg,0.700072067903,0.836703094236,0,0
2513,other,759.jpg,0.512541105867,0.715919762171,0,0
2514,other,760.jpg,0.690123527807,0.830736737967,0,0
2515,other,761.jpg,0.410094286539,0.640386044928,0,0
2516,other,762.jpg,0.667044010659,0.816727623299,0,0
2517,other,763.jpg,0.687195580123,0.828972605171,0,0
2518,other,764.jpg,0.398902813626,0.631587534413,0,0
2519,other,765.jpg,0.432943204942,0.657984198095,0,0
2520,other,766.jpg,0.768940362936,0.876892446618,0,0
2521,other,767.jpg,0.614665311731,0.784005938582,0,0
2522,other,768.jpg,0.536404387979,0.732396332582,0,0
2523,other,769.jpg,0.663918433728,0.814811900826,0,0
2524,other,770.jpg,0.607372804235,0.779341263013,0,0
2525,other,771.jpg,0.647838937224,0.804884424762,0,0
2526,other,772.jpg,0.844194273455,0.918800453556,0,0
2527,other,773.jpg,0.75255896519,0.867501564949,0,0
2528,other,774.jpg,0.73090336921,0.854928867924,0,0
2529,other,775.jpg,0.771261212046,0.878214786966,0,0
2530,other,776.jpg,0.622846059298,0.789205967602,0,0
2531,other,777.jpg,0.734305996237,0.856916563171,0,0
2532,other,778.jpg,0.533347161646,0.730306210877,0,0
2533,other,779.jpg,0.593413054997,0.770333080555,0,0
2534,other,780.jpg,0.516548717908,0.718713237604,0,0
2535,other,781.jpg,0.762153959068,0.873014294882,0,0
2536,other,782.jpg,0.387317416,0.622348307622,0,0
2537,other,783.jpg,0.654528233843,0.809029192207,0,0
2538,other,784.jpg,0.636789822583,0.797991116857,0,0
2539,other,785.jpg,0.699560875677,0.836397558388,0,0
2540,other,786.jpg,0.667294879923,0.816881190824,0,0
2541,other,787.jpg,0.353256339613,0.594353715908,0,0
2542,other,788.jpg,0.455887517571,0.675194429458,0,0
2543,other,789.jpg,0.549914464737,0.741562178605,0,0
2544,other,790.jpg,0.623914352192,0.789882492648,0,0
2545,other,791.jpg,0.697896800988,0.835402179186,0,0
2546,other,792.jpg,0.566591892768,0.752722985412,0,0
2547,other,793.jpg,0.45016380435,0.670942474695,0,0
2548,other,794.jpg,0.536012201513,0.73212854166,0,0
2549,other,795.jpg,0.716924168439,0.846713746457,0,0
2550,other,796.jpg,0.636998326513,0.798121749179,0,0
2551,other,797.jpg,0.408929678538,0.639476096924,0,0
2552,other,798.jpg,0.659278906272,0.811959916666,0,0
2553,other,799.jpg,0.700287722358,0.836831955866,0,0
2554,other,800.jpg,0.70967563267,0.84242247873,0,0
2555,other,801.jpg,0.686461568885,0.828529763427,0,0
2556,other,802.jpg,0.643754401687,0.802343069819,0,0
2557,other,803.jpg,0.479726896237,0.69262319932,0,0
2558,other,804.jpg,0.618201233151,0.786257739645,0,0
2559,other,805.jpg,0.356348947063,0.596949702289,0,0
2560,other,806.jpg,0.793576958242,0.89082936539,0,0
2561,other,807.jpg,0.366186243098,0.605133244086,0,0
2562,other,808.jpg,0.674239719156,0.82112101371,0,0
2563,other,809.jpg,0.726526001202,0.852364946019,0,0
2564,other,810.jpg,0.427330347871,0.653705092432,0,0
2565,other,811.jpg,0.589334689307,0.767681372255,0,0
2566,other,812.jpg,0.749645774937,0.865820867695,0,0
2567,other,813.jpg,0.682184059342,0.825944343974,0,0
2568,other,814.jpg,0.633105488598,0.795679262391,0,0
2569,other,815.jpg,0.422373893775,0.649902987972,0,0
2570,other,816.jpg,0.603462937655,0.776828769842,0,0
2571,other,817.jpg,0.572097632732,0.756371359011,0,0
2572,other,818.jpg,0.526477112232,0.72558742563,0,0
2573,other,819.jpg,0.656767775602,0.81041210233,0,0
2574,other,820.jpg,0.769969602433,0.877479117947,0,0
2575,other,821.jpg,0.726852256376,0.852556306866,0,0
2576,other,822.jpg,0.581068349195,0.762278393499,0,0
2577,other,823.jpg,0.716746742532,0.846608966721,0,0
2578,other,824.jpg,0.627721997589,0.792289087132,0,0
2579,other,825.jpg,0.789869536901,0.888746047474,0,0
2580,other,826.jpg,0.350797632424,0.592281717111,0,0
2581,other,827.jpg,0.806234319842,0.897905518327,0,0
2582,other,828.jpg,0.850382064788,0.922161626174,0,0
2583,other,829.jpg,0.527679087583,0.726415230831,0,0
2584,other,830.jpg,0.480559993197,0.693224345502,0,0
2585,other,831.jpg,0.536083120877,0.732176973741,0,0
2586,other,832.jpg,0.650897167413,0.806781982578,0,0
2587,other,833.jpg,0.738742826904,0.85950149907,0,0
2588,other,834.jpg,0.481633506676,0.693998203654,0,0
2589,other,835.jpg,0.756126289887,0.869555225323,0,0
2590,other,836.jpg,0.495962419112,0.704245993323,0,0
2591,other,837.jpg,0.58425700156,0.764367059442,0,0
2592,other,838.jpg,0.731727075283,0.855410471811,0,0
2593,other,839.jpg,0.597715154186,0.773120400834,0,0
2594,other,840.jpg,0.68952963996,0.830379214552,0,0
2595,other,841.jpg,0.623063343793,0.789343615793,0,0
2596,other,842.jpg,0.708187844787,0.841538974016,0,0
2597,other,843.jpg,0.76380743133,0.873960772192,0,0
2598,other,844.jpg,0.419633920329,0.647791571672,0,0
2599,other,845.jpg,0.709266706687,0.842179735381,0,0
2600,other,846.jpg,0.649034974902,0.80562706937,0,0
2601,other,847.jpg,0.47614978034,0.690036071767,0,0
2602,other,848.jpg,0.505051940952,0.710670064764,0,0
2603,other,849.jpg,0.525795764822,0.725117759279,0,0
2604,other,850.jpg,0.794682882055,0.891449876356,0,0
2605,filtered,42_13.png,0.694444444389,0.8333333333,0,0
2606,filtered,78_13.png,0.0,0.0,0,0
2607,filtered,73_14.png,0.0277777777889,0.1666666667,0,0
2608,filtered,46_10.png,0.0277777777889,0.1666666667,0,0
2609,filtered,65_2.png,0.00694444443889,0.0833333333,0,0
2610,filtered,41_3.png,0.00694444443889,0.0833333333,0,0
2611,filtered,14_7.png,0.0277777777889,0.1666666667,0,0
2612,filtered,19_14.png,0.25,0.5,0,0
2613,filtered,94_14.png,0.0,0.0,0,0
2614,filtered,36_8.png,0.5625,0.75,0,0
2615,filtered,80_15.png,0.0,0.0,0,0
2616,filtered,51_12.png,0.0,0.0,0,0
2617,filtered,71_15.png,0.111111111089,0.3333333333,0,0
2618,filtered,85_14.png,0.0,0.0,0,0
2619,filtered,49_8.png,0.0,0.0,0,0
2620,filtered,15_11.png,0.00694444443889,0.0833333333,0,0
2621,filtered,34_9.png,0.173611111139,0.4166666667,0,0
2622,filtered,58_2.png,0.0277777777889,0.1666666667,0,0
2623,filtered,22_10.png,0.111111111089,0.3333333333,0,0
2624,filtered,88_16.png,0.5625,0.75,0,0
2625,filtered,1_11.png,0.0277777777889,0.1666666667,0,0
2626,filtered,52_7.png,0.0,0.0,0,0
2627,filtered,100_18.png,0.694444444389,0.8333333333,0,0
2628,filtered,12_2.png,0.25,0.5,0,0
2629,filtered,27_5.png,0.173611111139,0.4166666667,0,0
2630,filtered,82_6.png,0.00694444443889,0.0833333333,0,0
2631,filtered,86_15.png,0.0277777777889,0.1666666667,0,0
2632,filtered,47_6.png,0.0277777777889,0.1666666667,0,0
2633,filtered,68_7.png,0.00694444443889,0.0833333333,0,0
2634,filtered,56_26.png,0.00694444443889,0.0833333333,0,0
2635,filtered,49_15.png,0.0,0.0,0,0
2636,filtered,65_1.png,0.0,0.0,0,0
2637,filtered,34_8.png,0.64,0.8,0,0
2638,filtered,45_4.png,0.0225,0.15,0,0
2639,filtered,71_2.png,0.7225,0.85,0,0
2640,filtered,94_8.png,0.0,0.0,0,0
2641,filtered,46_11.png,0.0025,0.05,0,0
2642,filtered,54_6.png,0.04,0.2,0,0
2643,filtered,19_11.png,0.0625,0.25,0,0
2644,filtered,78_21.png,0.49,0.7,0,0
2645,filtered,56_6.png,0.0025,0.05,0,0
2646,filtered,47_5.png,0.04,0.2,0,0
2647,filtered,100_17.png,0.0,0.0,0,0
2648,filtered,86_8.png,0.0225,0.15,0,0
2649,filtered,50_24.png,0.0025,0.05,0,0
2650,filtered,63_7.png,0.0025,0.05,0,0
2651,filtered,15_12.png,0.0,0.0,0,0
2652,filtered,60_3.png,0.01,0.1,0,0
2653,filtered,61_5.png,0.09,0.3,0,0
2654,filtered,42_14.png,0.01,0.1,0,0
2655,filtered,58_1.png,0.0025,0.05,0,0
2656,filtered,73_12.png,0.0025,0.05,0,0
2657,filtered,57_2.png,0.0025,0.05,0,0
2658,filtered,51_14.png,0.25,0.5,0,0
2659,filtered,80_1.png,0.01,0.1,0,0
2660,filtered,1_16.png,0.1225,0.35,0,0
2661,filtered,52_8.png,0.04,0.2,0,0
2662,filtered,85_13.png,0.0025,0.05,0,0
2663,filtered,27_12.png,0.25,0.5,0,0
2664,filtered,22_2.png,0.0225,0.15,0,0
2665,filtered,56_7.png,0.09,0.3,0,0
2666,filtered,82_1.png,0.16,0.4,0,0
2667,filtered,100_20.png,0.81,0.9,0,0
2668,filtered,65_12.png,0.09,0.3,0,0
2669,filtered,12_9.png,0.4225,0.65,0,0
2670,filtered,19_12.png,0.2025,0.45,0,0
2671,filtered,93_4.png,0.2025,0.45,0,0
2672,filtered,69_3.png,0.0025,0.05,0,0
2673,filtered,81_2.png,0.16,0.4,0,0
2674,filtered,74_7.png,0.49,0.7,0,0
2675,filtered,86_12.png,0.0025,0.05,0,0
2676,filtered,15_16.png,0.2025,0.45,0,0
2677,filtered,85_10.png,0.01,0.1,0,0
2678,filtered,22_12.png,0.0625,0.25,0,0
2679,filtered,17_7.png,0.0625,0.25,0,0
2680,filtered,80_16.png,0.36,0.6,0,0
2681,filtered,71_13.png,0.0,0.0,0,0
2682,filtered,89_1.png,0.0025,0.05,0,0
2683,filtered,51_15.png,0.0025,0.05,0,0
2684,filtered,78_16.png,0.04,0.2,0,0
2685,filtered,27_15.png,0.04,0.2,0,0
2686,filtered,14_5.png,0.01,0.1,0,0
2687,filtered,1_7.png,0.04,0.2,0,0
2688,filtered,68_6.png,0.09,0.3,0,0
2689,filtered,84_14.png,0.2025,0.45,0,0
2690,filtered,94_19.png,0.1225,0.35,0,0
2691,filtered,88_14.png,0.01,0.1,0,0
2692,filtered,73_13.png,0.0225,0.15,0,0
2693,filtered,11_7.png,0.0225,0.15,0,0
2694,filtered,52_6.png,0.0625,0.25,0,0
2695,filtered,26_12.png,0.00591715975976,0.0769230769,0,0
2696,filtered,38_5.png,0.213017751444,0.4615384615,0,0
2697,filtered,94_4.png,0.0236686390391,0.1538461538,0,0
2698,filtered,40_8.png,0.0,0.0,0,0
2699,filtered,15_14.png,0.378698224871,0.6153846154,0,0
2700,filtered,51_5.png,0.0,0.0,0,0
2701,filtered,100_3.png,0.00591715975976,0.0769230769,0,0
2702,filtered,34_6.png,0.0946745562178,0.3076923077,0,0
2703,filtered,43_14.png,0.85207100596,0.9230769231,0,0
2704,filtered,36_9.png,0.378698224871,0.6153846154,0,0
2705,filtered,35_13.png,0.0236686390391,0.1538461538,0,0
2706,filtered,19_1.png,0.0,0.0,0,0
2707,filtered,41_4.png,0.0236686390391,0.1538461538,0,0
2708,filtered,56_15.png,0.213017751444,0.4615384615,0,0
2709,filtered,30_7.png,0.378698224871,0.6153846154,0,0
2710,filtered,86_17.png,0.053254437884,0.2307692308,0,0
2711,filtered,49_6.png,0.0236686390391,0.1538461538,0,0
2712,filtered,20_2.png,0.147928994071,0.3846153846,0,0
2713,filtered,42_16.png,0.0946745562178,0.3076923077,0,0
2714,filtered,45_7.png,0.00591715975976,0.0769230769,0,0
2715,filtered,50_16.png,0.0236686390391,0.1538461538,0,0
2716,filtered,47_2.png,0.479289940818,0.6923076923,0,0
2717,filtered,52_1.png,0.591715976284,0.7692307692,0,0
2718,filtered,85_12.png,0.0236686390391,0.1538461538,0,0
2719,filtered,80_18.png,0.213017751444,0.4615384615,0,0
2720,filtered,46_6.png,0.147928994071,0.3846153846,0,0
2721,filtered,22_6.png,0.053254437884,0.2307692308,0,0
2722,filtered,27_13.png,0.378698224871,0.6153846154,0,0
2723,filtered,1_9.png,0.053254437884,0.2307692308,0,0
2724,filtered,31_7.png,0.147928994071,0.3846153846,0,0
2725,filtered,51_3.png,0.00346020761107,0.0588235294,0,0
2726,filtered,56_18.png,0.124567474069,0.3529411765,0,0
2727,filtered,8_2.png,0.885813148811,0.9411764706,0,0
2728,filtered,68_4.png,0.0865051903356,0.2941176471,0,0
2729,filtered,54_7.png,0.0553633217772,0.2352941176,0,0
2730,filtered,57_1.png,0.0865051903356,0.2941176471,0,0
2731,filtered,86_10.png,0.0,0.0,0,0
2732,filtered,58_6.png,0.00346020761107,0.0588235294,0,0
2733,filtered,80_17.png,0.885813148811,0.9411764706,0,0
2734,filtered,61_27.png,0.0311418684997,0.1764705882,0,0
2735,filtered,84_13.png,0.418685121069,0.6470588235,0,0
2736,filtered,63_8.png,0.0138408304443,0.1176470588,0,0
